ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,No_of_H-bond_donors,No_of_H-bond_acceptors,Molecular_Weight,LogP,Meets
722,FAMCICLOVIR,,766,ORAL,0,0,0,0,77,0,NaN,0,SOLUBILITY IS FREELY SOLUBLE (>25 PERCENT) IN WATER INITIALLY BUT RAPIDLY PRECIPITATES AS THE SPARINGLY SOLUBLE (2-3 PERCENT) MONOHYDRATE,1,9,321.337,0.541,TRUE
723,LOSARTAN,,1671,ORAL,34,36,2,98.7,33,0,NaN,1,SOLUBILITY FREELY SOLUBLE IN WATER,2,6,422.92,4.2668,TRUE
724,VINORELBINE,,0,INJECTION,2128,72.4,35,85.4,0,0,NaN,0,SOLUBILITY > 1000 MILLIGRAM / MILLILITER IN WATER,2,11,778.947,4.7536,FALSE
725,TIZANIDINE,,0,ORAL,156,42.9,2.5,30,40,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,6,253.718,1.7158,TRUE
726,LANSOPRAZOLE,,0,ORAL INTRAVENOUS,15.7,11.1,1.3,97,80,4.6,MICROMOLAR,1.7,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,4,369.368,3.51522,TRUE
727,DORZOLAMIDE,,0,OPHTHALMIC,0,0,2880,33,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,2,6,324.449,0.612,TRUE
728,STAVUDINE,,0,ORAL,46,35.6,1.6,0,86,2.4,MICROMOLAR,1,SOLUBILITY 83 MILLIGRAM / MILLILITER IN WATER,2,5,224.216,-0.70908,TRUE
729,MIRTAZAPINE,,0,ORAL,273,31.2,30,85,50,0,NaN,2,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,3,265.36,2.4789,TRUE
730,ARBUTAMINE,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,5,5,317.385,2.4493,TRUE
731,AZELAIC ACID,,0,TOPICAL,0,0,0.75,0,4,335,NANOMOLAR,0,SOLUBILITY POORLY SOLUBLE IN WATER,0,4,186.207,-0.7831,TRUE
732,EPOPROSTENOL,,0,INJECTION,0,0,0.1,0,0,0,NaN,0,NaN,2,5,351.463,2.0738,TRUE
733,DOCETAXEL,,0,INJECTION INTRAVENOUS,113,33.8,11,97,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,5,14,807.89,3.2596,FALSE
734,FOSPHENYTOIN,,129,INJECTION INTRAVENOUS,7.5,0,0.25,97,0,0,NaN,0.25,NaN,1,6,360.262,0.2848,TRUE
735,ZILEUTON,,0,ORAL,78,27.3,2.5,93,0,21.1,MICROMOLAR,1.7,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,3,236.296,2.7322,TRUE
736,ZILEUTON,,0,ORAL,78,27.3,2.5,93,0,21.1,MICROMOLAR,1.7,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,3,236.296,2.7322,TRUE
737,RIMEXOLONE,,0,OPHTHALMIC,0,0,1.5,0,0,1.27,NANOMOLAR,0,SOLUBILITY INSOLUBLE IN WATER,1,3,370.533,4.4965,TRUE
738,SEVOFLURANE,,0,INHALATION,0,0,0,0,0,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,1,200.053,2.4232,TRUE
739,ACARBOSE,,0,ORAL,20.8,8.5,2,0,2,0,NaN,1,SOLUBILITY SOLUBLE IN WATER,14,19,645.608,-8.5645,FALSE
740,VALACYCLOVIR,,525,ORAL,0,0,0,15.7,54,17.4,MICROMOLAR,0,SOLUBILITY 174 MILLIGRAM / MILLILITER IN WATER,3,9,324.341,-0.7976,TRUE
741,BRIMONIDINE,,0,OPHTHALMIC TOPICAL,0,0,3,29,0,0.102,NANOMOLAR,2,SOLUBILITY SOLUBLE IN WATER 34 MILLIGRAM / MILLILITER,2,5,292.14,1.7634,TRUE
742,GLIMEPIRIDE,,0,ORAL,8.8,2.8,5.08,95.5,100,353,NANOMOLAR,2.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,5,490.626,3.074,TRUE
743,BICALUTAMIDE,,0,ORAL,64,0.32,139,96,0,1.78,MICROMOLAR,0,SOLUBILITY PRATICALLY INSOLUBLE IN WATER AT 37 DEGREE CELCIUS 5 MICROGRAM / MILLILITER,2,5,430.379,2.87958,TRUE
744,TOPIRAMATE,,0,ORAL,45.4,1.5,21,28,80,0,NaN,2,SOLUBILITY 9.8 MILLIGRAM / MILLILITER IN WATER,1,8,339.366,-0.3954,TRUE
745,GEMCITABINE,,1668  1669,INJECTION INTRAVENOUS,80,88,1,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,3,7,263.2,-1.2886,TRUE
746,AMLEXANOX,,0,DENTAL TOPICAL,0,0,3.5,0,0,402,NANOMOLAR,2.4,NaN,1,6,297.29,1.4103,TRUE
747,BUTENAFINE,,0,TOPICAL,0,0,0,0,0,4.4,NANOMOLAR,15,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,1,317.476,5.7693,FALSE
748,TRANDOLAPRIL,,1667,ORAL,18,52,6,80,10,0,NaN,1,NaN,1,6,429.537,1.4386,TRUE
749,FEXOFENADINE,,0,ORAL,0,0,14.4,65,0,820,NANOMOLAR,2.6,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,5,500.659,4.1758,FALSE
750,ANASTROZOLE,,0,ORAL,0,0,50,40,0,0,NaN,2,SOLUBILITY 0.5 MILLIGRAM / MILLILITER IN WATER,0,5,293.374,2.92876,TRUE
751,ZAFIRLUKAST,,0,ORAL,70,20,10,99,0,567,NANOMOLAR,3,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,7,575.687,5.69592,FALSE
752,CISATRACURIUM,,0,INJECTION,9.4,17.8,0.36,38,0,0,NaN,0,SOLUBILITY LOGP=-2.12,0,12,929.161,8.0655,FALSE
753,ALENDRONATE,,0,ORAL,28,12,87600,78,0.64,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,2,8,245.064,-3.8012,TRUE
754,LAMIVUDINE,,1666,ORAL,84.5,23.9,6,36,87,15.1,MICROMOLAR,1.3,SOLUBILITY OF 70 MILLIGRAM / MILLILITER IN WATER,2,7,229.261,-0.5941,TRUE
755,IRINOTECAN,,0,INJECTION INTRAVENOUS,376,22.3,8,49,0,5.78,MICROMOLAR,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,9,586.689,4.0911,FALSE
756,BETAINE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,0,2,117.148,-1.5575,TRUE
757,TAMSULOSIN,,0,ORAL,16,2.88,14.9,96.5,90,101.9,NANOMOLAR,5,SOLUBILITY SPARINGLY SOLUBLE IN WATER,2,6,408.52,2.3409,TRUE
758,LOTEPREDNOL ETABONATE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,SOLUBILITY NOT SOLUBLE IN WATER (BUT HIGHLY LIPID SOLUBLE),1,7,466.958,3.9165,TRUE
759,OLANZAPINE,,0,ORAL INTRAMUSCULAR,1000,25,30,93,0,0,NaN,6,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,5,312.442,1.74642,TRUE
760,FEBUXOSTAT,,0,ORAL,50,5.3,6.5,99.2,49,8.22,MICROMOLAR,1.25,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,6,315.374,2.3885,TRUE
761,LATANOPROST,,1665,OPHTHALMIC,0,0,0,0,0,0,NaN,2,SOLUBILITY PRATICALLY INSOLUBLE IN WATER,3,5,432.601,4.1864,TRUE
762,RILUZOLE,,0,ORAL,245,0,12,96,60,739,NANOMOLAR,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,1,4,234.202,2.7771,TRUE
763,TAZAROTENE,,1664,TOPICAL,0,0,6,0,0,0,NaN,0,NaN,0,4,351.471,4.4315,TRUE
764,SIBUTRAMINE,,1657  1658  1659  1660,ORAL,0,1750,1.1,97,0,0,NaN,1.2,SOLUBILITY 2.9 MILLIGRAM / MILLILITER IN PH 5.2,0,1,279.855,4.738,TRUE
765,FEXOFENADINE,,0,ORAL,0,0,14.4,65,0,820,NANOMOLAR,2.6,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,5,500.659,4.1758,FALSE
766,PENCICLOVIR,722,1661  1662,TOPICAL,71.5,32.7,2.1,14,0,15.8,MICROMOLAR,0.7,SOLUBILITY OF 1.7 MILLIGRAM / MILLILITER IN WATER,4,7,253.262,-1.3073,TRUE
767,REMIFENTANIL,,0,INJECTION,22.7,156,0.25,70,0,0,NaN,0,NaN,0,6,376.453,2.0003,TRUE
768,SIBUTRAMINE,,1657  1658  1659  1660,ORAL,0,1750,1.1,97,0,0,NaN,1.2,SOLUBILITY 2.9 MILLIGRAM / MILLILITER IN PH 5.2,0,1,279.855,4.738,TRUE
769,LEVOFLOXACIN,,0,ORAL INJECTION OPHTHALMIC OTIC,80,7.5,7.9,31,99,33.5,MICROMOLAR,1.4,SOLUBILITY OF 50 MILLIGRAM / MILLILITER IN WATER,0,7,360.365,0.2093,TRUE
770,NEVIRAPINE,,0,ORAL,78.6,1.17,45,60,93,16.9,MICROMOLAR,0,NaN,1,4,266.304,2.65122,TRUE
771,CIDOFOVIR,2020,1663,INJECTION,26.6,8.8,2.6,6,0,70.2,MICROMOLAR,0,SOLUBILITY 170 MILLIGRAM / MILLILITER IN WATER,2,9,277.173,-2.9258,TRUE
772,TIAGABINE,,0,ORAL,71.5,6.5,8,96,90,0,NaN,0.75,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,5,374.551,3.71014,TRUE
773,ROPINIROLE,,0,ORAL,487.5,47,6,40,55,0,NaN,1.5,SOLUBILITY OF 133 MILLIGRAM / MILLILITER IN WATER,1,2,260.381,2.8457,TRUE
774,RITONAVIR,,0,ORAL,26.6,8.8,4,98.5,0,15.5,MICROMOLAR,3,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,4,9,720.962,5.9052,FALSE
775,CABERGOLINE,,0,ORAL,18285,192,66,41,0,0.11,NANOMOLAR,2.5,SOLUBILITY INSOLUBLE IN WATER,2,4,451.615,3.1939,TRUE
776,VALSARTAN,,0,ORAL,17,2,6,95,25,0,NaN,3,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,6,434.52,2.827,TRUE
777,ALBENDAZOLE,,1656,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,4,265.338,3.2433,TRUE
778,TOPOTECAN,,0,INJECTION ORAL INTRAVENOUS,117,50.7,2.5,35,40,0,NaN,1.5,SOLUBILITY SOLUBLE IN WATER,2,8,421.453,1.8468,TRUE
779,SPARFLOXACIN,,0,ORAL,253,11.4,20,45,92,3.3,MICROMOLAR,4.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,7,391.398,0.7469,TRUE
780,MIGLITOL,,0,ORAL,11.7,6.6,2,4,0,0,NaN,2.5,SOLUBILITY SOLUBLE IN WATER,5,6,207.226,-3.2621,TRUE
781,MIFEPRISTONE,,0,ORAL,0,0,18,98,69,4.6,NANOMOLAR,1.5,SOLUBILITY POORLY SOLUBLE IN WATER,1,3,429.604,5.4065,FALSE
782,OLOPATADINE,,0,OPHTHALMIC NASAL,0,0,10,55,57,47.4,NANOMOLAR,0.75,SOLUBILITY SOLUBLE IN WATER,0,4,336.411,2.2548,TRUE
783,DONEPEZIL,,0,ORAL TRANSDERMAL,910,8.4,70,96,0,160,NANOMOLAR,3,SOLUBILITY SOLUBLE IN WATER,0,4,379.5,4.3611,TRUE
784,GREPAFLOXACIN,,0,ORAL,325,15,15,50,70,4.9,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,1,6,358.393,0.94552,TRUE
785,FOMEPIZOLE,,0,INJECTION,52.6,0,0,0,0,300,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,1,1,82.106,0.71812,TRUE
786,TOLCAPONE,,0,ORAL,9,7,2.5,99.9,65,21.9,MICROMOLAR,2,NaN,2,5,273.244,2.54542,TRUE
787,ATORVASTATIN,,0,ORAL,381,18.8,14,98,14,0,NaN,1.5,SOLUBILITY IS VERY SLIGHTLY SOLUBLE IN DISTILLED WATER PH 7.4 PHOSPHATE BUFFER,3,6,557.642,4.9789,FALSE
788,MODAFINIL,,0,ORAL,58,2.6,15,60,0,0,NaN,3,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,2,273.357,2.01,TRUE
789,EPTIFIBATIDE,,0,INJECTION,11.05,4.6,4.2,25,0,0,NaN,0,NaN,9,12,830.971,-3.3891,FALSE
790,TROGLITAZONE,,0,ORAL,1202,29.7,25,99,0,6.39,MICROMOLAR,0,NaN,2,6,441.549,4.37426,TRUE
791,IMIQUIMOD,,0,TOPICAL,0,0,29.3,0,0,1.34,NANOMOLAR,9,NaN,1,4,240.31,2.8227,TRUE
792,LETROZOLE,,0,ORAL,123.5,2.22,48,39,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,5,285.31,2.65916,TRUE
793,CERIVASTATIN,,0,ORAL,19.5,12.5,3,99,60,27.6,MICROMOLAR,2,SOLUBILITY SOLUBLE IN WATER,2,6,458.55,3.546,TRUE
794,REPAGLINIDE,,0,ORAL,31,38,1,98,56,145.5,NANOMOLAR,1,NaN,1,5,451.587,3.8852,TRUE
795,EXEMESTANE,,0,ORAL,20000,500,24,90,0,0,NaN,2.9,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,2,296.41,4.0295,TRUE
796,IRBESARTAN,,0,ORAL,73,9.9,13,90,70,0,NaN,1.75,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,5,428.54,4.7774,TRUE
797,NARATRIPTAN,,0,ORAL,170,25.7,6,30,70,0,NaN,2.5,SOLUBILITY READILY SOLUBLE IN WATER,2,3,335.473,2.0688,TRUE
798,ORLISTAT,,0,ORAL,0,0,1.5,99,0,0,NaN,8,SOLUBILITY INSOLUBLE IN WATER,1,5,495.745,6.8819,FALSE
799,ZOLMITRIPTAN,,0,ORAL NASAL,455,122.8,3,25,40,0,NaN,1.5,SOLUBILITY READILY SOLUBLE IN WATER,2,3,287.363,1.9229,TRUE
800,TOLTERODINE,,1549,ORAL,113,534,2,96.3,0,4.92,NANOMOLAR,1.5,SOLUBILITY IN WATER 12 MILLIGRAM / MILLILITER,1,2,325.496,5.34142,FALSE
801,THALIDOMIDE,,0,ORAL,61.7,8,7.29,55,0,10.9,MICROMOLAR,4.3,SOLUBILITY SPARINGLY SOLUBLE IN WATER,1,4,258.233,0.0878,TRUE
802,ZONISAMIDE,,0,ORAL,94,1.17,63,40,0,0,NaN,4,SOLUBILITY MODERATELY SOLUBLE IN WATER,1,4,212.23,0.6163,TRUE
803,ENTACAPONE,,0,ORAL,20,51,0.9,98,35,3.93,MICROMOLAR,1,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,6,305.29,1.78138,TRUE
804,RALOXIFENE,,0,ORAL,152620,2866,27.7,95,2,1.05,NANOMOLAR,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,6,473.594,6.0752,FALSE
805,BRINZOLAMIDE,,0,OPHTHALMIC,0,0,2664,60,0,0,NaN,1,SOLUBILITY INSOLUBLE IN WATER,2,7,383.517,0.0869,TRUE
806,PARICALCITOL,,0,INTRAVENOUS ORAL INJECTION,34,1.49,5,99.8,79,4.03,NANOMOLAR,0,NaN,3,3,416.646,5.5606,FALSE
807,RIVASTIGMINE,,0,ORAL TRANSDERMAL,146.2,108,1.5,40,40,0,NaN,1,SOLUBILITY VERY SOLUBLE IN WATER,0,3,250.342,2.7597,TRUE
808,ZIPRASIDONE,,0,ORAL INTRAMUSCULAR,97.5,29.2,7,99,60,0,NaN,7,NaN,1,5,412.946,3.809,TRUE
809,MONTELUKAST,,0,ORAL,9.5,2.7,4.1,99,64,0,NaN,3.5,SOLUBILITY FREELY SOLUBLE IN WATER,1,5,585.189,7.6133,FALSE
810,FORMOTEROL,,0,INHALATION,260,84,13,62.5,61,0.26,NANOMOLAR,0.08,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,4,5,344.411,2.2233,TRUE
811,ARGATROBAN,,0,INJECTION INTRAVENOUS,11.3,20.1,0.75,54,0,0,NaN,0,NaN,4,7,507.637,-0.6318,FALSE
812,RISEDRONATE,,0,ORAL,897,7.3,561,24,0.63,0,NaN,1,SOLUBILITY SOLUBLE IN WATER,1,8,279.081,-2.9024,TRUE
813,LEVALBUTEROL,,0,INHALATION,0,0,4.6,0,0,12.55,NANOMOLAR,0,SOLUBILITY 180 MILLIGRAM / MILLILITER IN WATER,4,4,239.315,1.306,TRUE
814,TELMISARTAN,,0,ORAL,500,48,24,99.5,58,0,NaN,0.75,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,6,513.621,5.92972,FALSE
815,ZALEPLON,,0,ORAL,91,195,1,60,30,980,NANOMOLAR,1,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,5,305.341,2.64078,TRUE
816,CILOSTAZOL,,0,ORAL,0,0,12,96.5,0,3.25,MICROMOLAR,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,6,369.469,3.4647,TRUE
817,CYCLOPENTOLATE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,1,4,291.391,2.1801,TRUE
818,ARGATROBAN,,0,INJECTION INTRAVENOUS,11.3,20.1,0.75,54,0,0,NaN,0,NaN,4,7,507.637,-0.6318,FALSE
819,ALITRETINOIN,,0,TOPICAL,0,0,6,99,0,0,NaN,3.5,SOLUBILITY INSOLUBLE IN WATER,0,2,299.434,4.2679,TRUE
820,VALRUBICIN,,0,INTRAVESICAL,0,0,0,0,0,0,NaN,0,SOLUBILITY RELATIVELY INSOLUBLE IN WATER,5,13,723.65,2.4622,FALSE
821,CAPECITABINE,,280,ORAL,0,0,0.75,60,0,0,NaN,1.5,SOLUBILITY 26 MILLIGRAM / MILLILITER,3,8,359.354,0.7602,TRUE
822,LEFLUNOMIDE,,1578,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,3,270.21,3.25412,TRUE
823,TIROFIBAN,,0,INJECTION INTRAVENOUS,32,15.8,2,65,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,6,439.598,1.6158,TRUE
824,CHOLECALCIFEROL,,480,INTRAVENOUS ORAL,0,0,14,0,0,10.4,NANOMOLAR,10.6,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,1,384.648,7.619,FALSE
825,PIOGLITAZONE,,0,ORAL,41,6,5,99,0,0,NaN,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,5,356.447,3.1596,TRUE
826,DOFETILIDE,,0,ORAL,195,20.2,10,65,90,0,NaN,2.5,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,6,441.575,1.9829,TRUE
827,GEMIFLOXACIN,,0,ORAL,271,26.8,7,65,71,4.13,MICROMOLAR,1.25,SOLUBILITY FREELY SOLUBLE AT NEUTRAL PH,1,9,388.379,-0.3687,TRUE
828,MELOXICAM,,0,ORAL INTRAVENOUS PERIARTICULAR,14.7,0.52,20.1,99.4,89,3,MICROMOLAR,4.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,7,351.409,2.10752,TRUE
829,DOCOSANOL,,0,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,1,1,326.609,7.8006,FALSE
830,AMINOLEVULINIC ACID,,0,TOPICAL ORAL,0,0,0.7,0,55,35.5,MICROMOLAR,0,SOLUBILITY VERY SOLUBLE IN WATER,1,4,130.123,-1.9557,TRUE
831,EFAVIRENZ,,0,ORAL,0,0,64,99.6,0,5.35,MICROMOLAR,5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,2,315.678,4.0731,TRUE
832,RABEPRAZOLE,,0,ORAL,14.3,15.6,1.5,96.3,52,1.84,MICROMOLAR,3.5,SOLUBILITY VERY SOLUBLE IN WATER,1,5,359.451,2.98942,TRUE
833,PANTOPRAZOLE,,0,ORAL INTRAVENOUS INJECTION,17.3,10.8,1,98,77,6.5,MICROMOLAR,2.5,SOLUBILITY FREELY SOLUBLE IN WATER,1,6,383.376,2.8843,TRUE
834,CEVIMELINE,,0,ORAL,390,54,5,20,0,0,NaN,1.75,SOLUBILITY VERY SOLUBLE IN WATER,0,3,199.319,1.5602,TRUE
835,LEVOBUPIVACAINE,,0,INJECTION SPINAL IMPLANTATION INFILTRATION PERIARTICULAR,54.6,16.7,3.1,94,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,1,2,288.435,3.89654,TRUE
836,CELECOXIB,,0,ORAL,429,27.7,11.2,97,0,1.85,MICROMOLAR,3,NaN,1,4,381.379,3.51392,TRUE
837,AMPRENAVIR,914,0,ORAL,0,0,7.7,90,0,8.23,MICROMOLAR,1.3,NaN,3,7,505.637,2.4028,FALSE
838,OXCARBAZEPINE,,1653,ORAL,0,0,2,0,0,0,NaN,4.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,2,252.273,2.6422,TRUE
839,ELETRIPTAN,,0,ORAL,138,20.6,4,85,50,0,NaN,1.5,SOLUBILITY READILY SOLUBLE IN WATER,1,3,382.529,3.821,TRUE
840,CYCLOSPORINE,,0,OPHTHALMIC INJECTION ORAL,214,29.2,19,90,30,224,NANOMOLAR,3.5,NaN,5,12,1202.635,3.269,FALSE
841,RIFAPENTINE,,1652,ORAL,70,2.03,13,97.7,70,17.1,MICROMOLAR,5.5,NaN,6,15,877.045,5.64822,FALSE
842,TEMOZOLOMIDE,,1651,ORAL INTRAVENOUS,26,8.8,1.8,95,100,37.6,MICROMOLAR,1,NaN,1,7,194.154,-2.0781,TRUE
843,LEVETIRACETAM,,0,ORAL INTRAVENOUS,37.3,3.7,7,10,100,0,NaN,1,SOLUBILITY VERY SOLUBLE IN WATER (104 GRAM / 100 MILLILITER),1,2,170.212,-0.1273,TRUE
844,ZANAMIVIR,,0,INHALATION,14.9,6.7,3.8,10,10.5,427.7,NANOMOLAR,1.5,SOLUBILITY 18 MILLIGRAM / MILLILITER IN WATER,6,8,331.305,-5.1202,FALSE
845,DEXMEDETOMIDINE,,0,INJECTION INTRAVENOUS BUCCAL SUBLINGUAL,118,39,2,94,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,1,1,200.285,3.17834,TRUE
846,ROFECOXIB,,0,ORAL,91,8.46,17,87,93,1.02,MICROMOLAR,2.5,SOLUBILITY INSOLUBLE IN WATER,0,4,314.362,2.5577,TRUE
847,BEXAROTENE,,0,ORAL TOPICAL,0,0,7,99,0,158,NANOMOLAR,2,SOLUBILITY INSOLUBLE IN WATER,0,2,347.478,4.76902,TRUE
848,GUAIFENESIN,216  1113,0,ORAL,0,0,1,0,0,18.6,MICROMOLAR,0.33,SOLUBILITY 1 GRAM IN 20 MILLILITER IN WATER,2,4,198.218,0.4272,TRUE
849,KETOTIFEN,,0,OPHTHALMIC,175.5,0,21,70,60,0,NaN,0,NaN,0,3,309.434,4.0144,TRUE
850,PIOGLITAZONE,,0,ORAL,41,6,5,99,0,0,NaN,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,5,356.447,3.1596,TRUE
851,PROGUANIL,,1650,ORAL,2059,67.9,16.5,75,0,0,NaN,3.5,SOLUBILITY SPARINGLY SOLUBLE IN WATER,3,1,253.737,1.7897,TRUE
852,PEMIROLAST,,0,OPHTHALMIC,0,0,4.5,0,0,20.6,NANOMOLAR,0.42,NaN,1,6,228.215,0.18302,TRUE
853,SIROLIMUS,956,0,ORAL INTRAVENOUS TOPICAL,780,11.2,62,92,14,15.7,NANOMOLAR,2.1,SOLUBILITY INSOLUBLE IN WATER,3,13,914.187,6.1806,FALSE
854,MOXIFLOXACIN,,0,ORAL INTRAVENOUS OPHTHALMIC,143,12,12.7,40,90,10.8,MICROMOLAR,2,NaN,1,7,400.43,1.0358,TRUE
855,DROSPIRENONE,,0,ORAL,260,5.8,30.9,97,76,239.6,NANOMOLAR,1.7,NaN,0,3,366.501,4.3059,TRUE
856,ALOSETRON,,0,ORAL,80,36,1.5,82,55,30.6,NANOMOLAR,1,SOLUBILITY OF 61 MILLIGRAM / MILLILITER IN WATER,1,3,294.358,2.40832,TRUE
857,HYDROQUINONE,,0,TOPICAL,0,0,0,0,0,538.7,NANOMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,2,2,110.112,1.0978,TRUE
858,LEVOTHYROXINE,,0,ORAL INTRAVENOUS,0,0,156,99,94,0,NaN,0,NaN,2,5,775.864,3.2226,FALSE
859,ALFUZOSIN,,0,ORAL,208,23,10,86,49,34.9,NANOMOLAR,8,SOLUBILITY FREELY SOLUBLE IN WATER,2,8,389.456,1.3507,TRUE
860,LINEZOLID,,0,ORAL INTRAVENOUS,45,7.38,4.8,31,100,44.8,MICROMOLAR,0.51,NaN,1,5,337.351,1.1236,TRUE
861,VALGANCICLOVIR,,623,ORAL,0,0,0,0,60,0,NaN,0,SOLUBILITY SOLUBILITY OF 70 MILLIGRAM / MILLILITER IN WATER AT 25 DEGREE CELSIUS AT A PH 7.0,4,10,354.367,-1.4367,TRUE
862,TELITHROMYCIN,,0,ORAL,188,54.6,10,65,57,2.46,MICROMOLAR,1,NaN,1,14,812.018,4.9292,FALSE
863,M TICAGRELOR,1524,0,,88,6.7,9,99,36,0.55,MICROMOLAR,0,NaN,4,10,478.525,1.9971,TRUE
864,GEMIFLOXACIN,,0,ORAL,271,26.8,7,65,71,4.13,MICROMOLAR,1.25,SOLUBILITY FREELY SOLUBLE AT NEUTRAL PH,1,9,388.379,-0.3687,TRUE
865,DESLORATADINE,621,1649,ORAL,0,0,27,84,0,12.8,NANOMOLAR,3,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,2,310.828,4.0189,TRUE
866,ETONOGESTREL,676,0,VAGINAL IMPLANTATION,201,3.4,29.3,66,100,4.8,NANOMOLAR,200,NaN,1,2,324.464,4.0487,TRUE
867,CETRORELIX,,0,SUBCUTANEOUS,75.4,5,62.8,86,85,19.9,NANOMOLAR,1.5,NaN,17,15,1432.072,-2.3258,FALSE
868,TEGASEROD,,0,ORAL,368,77,11,98,10,0,NaN,1,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,4,3,301.394,2.81457,TRUE
869,NATEGLINIDE,,0,ORAL,10,7,1.5,98,73,0,NaN,1,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,3,316.421,1.9262,TRUE
870,LOPINAVIR,,0,ORAL,0,5.98,5.5,98.5,0,15.6,MICROMOLAR,4,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,4,5,628.814,4.32814,FALSE
871,NITISINONE,,0,ORAL,0,0.26,54,0,90,0,NaN,3,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,5,329.23,2.7346,TRUE
872,TRAVOPROST,,1648,OPHTHALMIC,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,6,500.554,4.4274,FALSE
873,APOMORPHINE,,0,SUBCUTANEOUS SUBLINGUAL,218,223,0.66,94,100,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,2,3,267.328,2.8499,TRUE
874,VORICONAZOLE,,0,ORAL INTRAVENOUS INJECTION IV,299,32.3,5.6,58,96,13.4,MICROMOLAR,1.5,NaN,1,6,349.316,2.1769,TRUE
875,TREPROSTINIL,,0,IV SUBCUTANEOUS INHALATION ORAL INTRAVENOUS,13,27.8,4,91,100,5.12,NANOMOLAR,10,NaN,2,5,389.512,2.2485,TRUE
